id,data_provider,country,product_category,brand,model,year_of_manufacture,repair_status,group_identifier,date,problem
anstiftung_36,anstiftung,DEU,"Flat screen",Unknown,TFT-Monitor,????,Repairable,5073,2014-11-06,"Er wurde zerlegt und als Ursache des Defekts konnten aufgeblähte Elektrolyt-Kondensatoren ausgemacht werden – denen war es wohl zu warm geworden. Wenn die Ersatzteile beschafft sind, wird er wieder zusammengebaut."
anstiftung_37,anstiftung,DEU,Laptop,Unknown,Laptop,????,Repairable,5073,2014-11-06,"Die Ladebuchse funktionierte nicht mehr. Nach dem Zerlegen wurde die verschmorte Buchse ausgelötet und wenn sie das nächste Mal mit dem Ersatzteil vorbeikommt, bauen wir das Teil wieder zusammen."
anstiftung_38,anstiftung,DEU,Printer/scanner,Unknown,Drucker-Scanner-Kombigerät,????,Fixed,5073,2014-11-06,"Es sollte aus einem einjährigen Dornröschenschlaf geweckt werden. Der Druckkopf war verstopft, sodass wir das Gerät zerlegen und den Druckkopf reinigen mussten. Nachdem die klebrig gewordene Tinte entfernt war (eine schmutzige Angelegenheit), erwachte der Drucker zu neuem Leben."
anstiftung_39,anstiftung,DEU,"Small kitchen item",Unknown,Bügeleisen,????,Fixed,5073,2014-11-06,"Am Bügeleisen hatte sich der Griff gelockert und wurde wieder befestigt."
anstiftung_40,anstiftung,DEU,Lamp,Unknown,Stehlampe,????,Fixed,5073,2014-11-06,"Leutete nicht mehr.Nach Auswechseln der (in der Regeleinheit verbauten) Feinsicherung sorgt sie wieder zuverlässig für Licht."
anstiftung_41,anstiftung,DEU,"Portable radio",Unknown,Radiowecker,????,Unknown,5073,2014-11-06,"Hier funktionierte das Radio nicht mehr, das leider aber nicht wieder in Gang zu setzen war."
anstiftung_42,anstiftung,DEU,"Hi-Fi integrated",Unknown,Kompakt-Stereoanlage,????,Unknown,5073,2014-11-06,"Sie versagte ihren Dienst. Beim Einschalten war ein Motorengeräusch des CD-Laufwerks zu hören, aber das war's dann auch. Nach Prüfung des Netzteils, aller Steckverbindungen und Platinen auf Auffälligkeiten endete unser Latein relativ schnell. Wir konnten keinen Fehler finden."
anstiftung_43,anstiftung,DEU,"Hi-Fi integrated",Unknown,Kassettendeck,????,Repairable,5073,2014-11-20,"Kassettendeck konnte nicht mehr Schritt halten, die Wiedergabe leierte. Wir konnten einige Tipps zur Fehlereingrenzung geben. Ein Testen war ohne Kassette leider nicht möglich."
anstiftung_44,anstiftung,DEU,"Hi-Fi separates",Tesla,B100,????,Repairable,5073,2014-11-20,"Es funktionierte nur noch teilweise. Die Spulen drehten sich, aber außer dem Motorengeräusch war leider nichts zu vernehmen. Eine umfangreiche Fehlersuche mit Schaltplan - ja, den gab es damals noch zum Gerät dazu - ließ uns eine defekte Feinsicherung finden, was aber nicht das einzige Problem war. Das Gerät wird beim nächsten Termin nochmal einem Experten (der diesmal nicht da war) vorgestellt."
anstiftung_45,anstiftung,DEU,"Small home electrical",Unknown,Strickmaschine,????,Repairable,5073,2014-11-20,"Fortsetzung vom 9.10.2014:Es konnte eine Feder aus Stahlblech nachgebaut werden."
anstiftung_46,anstiftung,DEU,Mobile,Unknown,Smartphone,????,Repairable,5073,2014-11-20,"Es lud nur noch sporadisch.Es wurde untersucht und keine Auffälligkeiten an dem Ladegerät, der Buchse oder der Platine festgestellt. Als nächstes wird der Besitzer einen anderen Akku testen, um auch das auszuschließen."
anstiftung_47,anstiftung,DEU,"TV and gaming-related accessories",Unknown,DVD-VHS-Kombigerät,????,Fixed,5073,2014-11-20,"Es zog die VHS-Kassette nicht mehr richtig ein. Eine Wiedergabe war nicht möglich und die Kassette wurde wieder ausgeworfen. Die Ursache war eine Summe aus Abnutzung und größer gewordenem Spiel in der Mechanik. Nach Verringerung des Spiels durch Ausrichten der Führungen funktioniert das Gerät wieder zufriedenstellend."
anstiftung_48,anstiftung,DEU,"Portable radio",Unknown,Radio,????,Fixed,5073,2014-11-20,"Die Wurfantenne war abgerissen.Sie wurde wieder angelötet."
anstiftung_49,anstiftung,DEU,"Portable radio",Unknown,Radio,????,Fixed,5073,2014-11-20,"Die Teleskopantenne war lose.Wir haben sie wieder neu befestigt."
anstiftung_50,anstiftung,DEU,"Flat screen",Unknown,TFT-Monitor,????,Fixed,5073,2014-11-20,"Fortsetzung vom 6.11.2014:Auf der Platine des TFT-Monitors, der beim letzten RepairCafé zerlegt wurde, sind die Elektrolyt-Kondensatoren ersetzt worden."
anstiftung_51,anstiftung,DEU,Toaster,Unknown,Toaster,????,"End of life",5073,2014-12-04,"Schaltete nicht mehr ein.Innen war eine Kontaktfeder abgebrochen und nicht mehr vorhanden."
anstiftung_52,anstiftung,DEU,Lamp,Unknown,Stirnlampe,????,"End of life",5073,2014-12-04,"Sie leuchtete nur sporadisch.Leider hatte der Chip - ja, so etwas gibt es mittlerweile schon in Lampen - einen Defekt, wodurch eine Reparatur unmöglich war."
anstiftung_53,anstiftung,DEU,"Small kitchen item",Unknown,Bügeleisen,????,Fixed,5073,2014-12-04,"Es funktioniert nicht mehr zuverlässig.Wir fanden einen Kabelbruch und beseitigten ihn."
anstiftung_54,anstiftung,DEU,"Digital Compact Camera",Unknown,Digicam,????,Fixed,5073,2014-12-04,"Er hatte Schmutzpartikel zwischen Objektiv und Sensor-Chip, die sehr störten. Nach dem Zerlegen, Säubern und wieder Zusammenbauen hat sich das sehr gebessert."
anstiftung_55,anstiftung,DEU,"Small home electrical",Unknown,Strickmaschine,????,Fixed,5073,2014-12-04,"Fortsetzung vom 20.11.2014:Die Feder wurde gehärtet und an die Besitzerin übergeben. Sie wird sie einbauen und dann funktioniert die Maschine wieder."
anstiftung_56,anstiftung,DEU,"Hair & Beauty item",Unknown,Haarföhn,????,"End of life",5073,2014-12-17,"Fortsetzung vom 6.11.2014:Er wurde nochmals untersucht, konnte aber wegen mehrerer Defekte (Heizspirale unterbrochen, Motor defekt) nicht mehr repariert werden."
anstiftung_57,anstiftung,DEU,"Hi-Fi separates",Unknown,Audioverstärker,????,Unknown,5073,2014-12-17,"Musikverstärker mit Subwoofer zeigte keinerlei Lebenszeichen mehr. Wir konnten zwei defekte Sicherungen auswechseln und somit das Gerät wieder in Gang setzen. Leider funktionierte der Subwoofer nicht, was offenbar die Ursache für die durchgebrannten Sicherungen war. Optisch war nichts zu entdecken und ein paar „Verdachtsmessungen“ brachten auch keinen Erfolg. Vielleicht kommt das Gerät nochmal mit Schaltplan wieder."
anstiftung_58,anstiftung,DEU,"Hi-Fi integrated",Unknown,Kassettendeck,????,Repairable,5073,2014-12-17,"Fortsetzung vom 20.11.2014:Wir konnten ein loses Kabel wieder anlöten und versuchten, ein Zahnrad in der Mechanik zu wechseln, aber das Ersatzteil passte leider nicht. Wir probieren es beim nächsten Mal mit einem anderen Ersatzteil nochmal."
anstiftung_59,anstiftung,DEU,"Small kitchen item",Unknown,Handrührgerät,????,Fixed,5073,2014-12-17,"Das Netzkabel war stark beschädigt. Wir haben es ausgewechselt ."
anstiftung_60,anstiftung,DEU,Headphones,Unknown,Kopfhörer,????,Fixed,5073,2014-12-17,"Eine Ohrmuschel war abgebrochen und zu hören war auch nicht immer etwas. Die abgebrochene Halterung konnte mit Sekundenkleber wieder angebracht werden und der Kabelbruch am Stecker wurde durch erneutes Anschließen beseitigt."
anstiftung_61,anstiftung,DEU,"Hi-Fi separates",Unknown,Kassettenrekorder,????,Fixed,5073,2014-12-17,"Beim Einstellen der Lautstärke war immer ein lautes Kratzen zu hören.Durch Reinigen des Lautstärkereglers konnte das deutlich verbessert werden."
anstiftung_62,anstiftung,DEU,"TV and gaming-related accessories",Unknown,DVD-VHS-Kombigerät,????,Fixed,5073,2014-12-17,"Es wurden keine CDs und DVDs mehr angenommen. Nach eingehender Prüfung bemerkten wir, dass das Laufwerk falsch zusammengebaut war - da hatte sich wohl schon jemand vor uns versucht. Wir bauten es richtig zusammen und die CDs drehten sich wieder."
anstiftung_63,anstiftung,DEU,Kettle,Unknown,Wasserkocher,????,"End of life",5073,2015-01-08,"Ließ sich nicht mehr einschalten.Es war der Netzschalter kaputt, ein Stück war abgebrochen. Leider ließ sich nichts machen, da es ein sehr spezieller Schalter und nicht zu reparieren war."
anstiftung_64,anstiftung,DEU,Toy,Unknown,"Puppe mit Elektronik",????,Repairable,5073,2015-01-08,"Das elektronisches Innenleben einer niedliche Puppe tat nichts mehr. Sie konnte nicht mehr schreien, sich bewegen und die Augen zu klappen. Genervte Eltern wären froh darüber ;-), aber wir versuchten es zu reparieren. Leider war die gesamte Elektronik im Puppenkopf untergebracht, den wir nicht öffnen konnten ohne einen Schaden zu riskieren. Das wollten wir dem niedlichen kleinen Ding nicht antun."
anstiftung_65,anstiftung,DEU,Laptop,Unknown,Laptop,????,"End of life",5073,2015-01-08,"Bei dem Notebook-Netzteil konnte ein Wackelkontakt entdeckt werden, aber weitere Defekte - kaputte Sicherung und verschmorte Leiterbahn - wiesen auf irreparable Defekte hin."
anstiftung_66,anstiftung,DEU,"Power tool",Unknown,Stichsäge,????,Repairable,5073,2015-01-08,"Funktionierte nicht mehr.Wir konnte als Ursache abgenutzte Kohlebürsten feststellen. Der unterschiedliche Abnutzungsgrad lässt wieder einmal geplante Obsoleszenz vermuten."
anstiftung_67,anstiftung,DEU,"Small home electrical",Unknown,Heizlüfter,????,Fixed,5073,2015-01-08,"Heizlüfter funktionierte einfach zu gut - er lief auch noch weiter, wenn er umgefallen war, was eigentlich ein Kontakt verhindern sollte.Dieser konnte repariert werden und nun geht der Lüfter aus, wenn er nicht dasteht, wie er soll."
anstiftung_68,anstiftung,DEU,Mobile,Unknown,Handy,????,Fixed,5073,2015-01-08,"Die Daten von einem alten Telefon sollten auf ein neues übertragen werden.Das Datenkabel funktionierte nicht.Wir konnten die Daten aus dem Telefon auf eine SIM-Karte und von da in ein anderes Telefon übertragen - das war der einfachste Weg."
anstiftung_69,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeemaschine,????,"End of life",5073,2015-01-15,"Funktionierte nicht mehr.Die Heizung war durchgebrannt."
anstiftung_70,anstiftung,DEU,Lamp,Unknown,Lampe,????,Repairable,5073,2015-01-15,"die Lampe bleibt dunkel.Der Dimmer funktioniert nicht mehr und lässt sich auch nicht reparieren.Lampe muss ohne Dimmer auskommen und leuchtet immer volle Kraft."
anstiftung_71,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeemaschine,????,Repairable,5073,2015-01-15,"Funktionierte nicht mehr.Die Thermosicherung war defekt. Wenn beim nächsten Mal ein Ersatzteil da ist, können wir das reparieren."
anstiftung_72,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeemaschine,????,Repairable,5073,2015-01-15,"Funktionierte nicht mehr.Die Thermosicherung war defekt. Wenn beim nächsten Mal ein Ersatzteil da ist, können wir das reparieren."
anstiftung_73,anstiftung,DEU,"Hi-Fi separates",Unknown,Plattenspieler,????,Repairable,5073,2015-01-15,"Der Plattenteller blieb jeweils nach einigen Minuten stehen.Den Fehler , konnte leider nicht gefunden werden. Aber eine Lösung, ihn weiter zu benutzen, fanden wir: ein externes Netzteil."
anstiftung_74,anstiftung,DEU,"Power tool",Unknown,Bohrmaschine,????,Fixed,5073,2015-01-15,"Funktionierte nicht mehr.Der Kabelbruch wurde behoben, indem wir das Kabel kürzten und neu anschlossen."
anstiftung_75,anstiftung,DEU,Battery/charger/adapter,Unknown,Steckernetzteil,????,"End of life",5073,2015-02-05,"Das Gehäuse eines defekten Steckernetzteils konnten wir relativ zerstörungsfrei öffnen und eine defekte Thermosicherung entdecken. Leider riss beim Freilegen dieser auch ein Wicklungsdraht des Trafos ab, was leider nicht mehr zu reparieren war."
anstiftung_76,anstiftung,DEU,"Small kitchen item",Unknown,Küchenmaschine,????,Repairable,5073,2015-02-05,"Ihre Kraft hatte deutlich nachgelassen; Möhren wurden nicht mehr richtig gehäckselt wie früher. Während des Zerlegens mutmaßten wir, dass die Rutschkupplung zwischen Motorwelle und Mitnehmer der Häckselscheiben zu schnell nachgab. Nach weiterem Zerlegen des Antriebs mussten wir feststellen, dass die vermeintliche Rutschkupplung eigentlich eine feste Verbindung beider Teile sein sollte, die der Motor überdreht hatte und nun durchrutschte. Beim nächsten Mal werden wir diese feste Verbindung mit Zwei-Komponent"
anstiftung_77,anstiftung,DEU,"Hi-Fi separates",Unknown,Kassettenrekorder,????,Fixed,5073,2015-02-05,"Er war heruntergefallen und dabei auf der Netzkabelbuchse geladet, die im Gehäuse verschwand. Diese konnten wir nach dem Öffnen des Gerätes wieder anbringen. Nun musiziert er wieder fröhlich."
anstiftung_78,anstiftung,DEU,"Large home electrical",Unknown,Mikrowelle,????,Fixed,5073,2015-02-05,"Sie hatte die komische Eigenart entwickelt, beim Öffnen der Tür einen Kurzschluss auszulösen, wobei die Sicherung durchbrannte. Ansonsten funktionierte sie tadellos. Beim Öffnen des Gerätes waren wir angenehm überrascht, einen Schaltplan vorzufinden - sehr gut! Anhand dessen konnte der Defekt schnell gefunden werden: einer der vier (!) Türschalter klemmte und verursachte den Kurzschluss. Den Schalter haben wir wieder gangbar gemacht und die Mikrowelle war wieder ohne Macke."
anstiftung_79,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeemaschine,????,Fixed,5073,2015-02-05,"Fortsetzung vom 15.1.2015:Wir ersetzten die defekte Thermosicherung."
anstiftung_80,anstiftung,DEU,"Handheld entertainment device",Unknown,CD-Player,????,Unknown,5073,2015-02-05,"Er wollte keine CDs mehr abspielen. Leider scheiterten alle Reinigungs- und Reparaturversuche, sodass er leider auch zukünftig keine dünnen Scheiben mehr drehen wird."
anstiftung_81,anstiftung,DEU,"Small kitchen item",SENSEO®,Kaffeepad-Maschine,????,Unknown,5073,2015-02-05,"Die Erkennung des gefüllten Wassertanks funktionierte an einer Kaffeepad-Maschine nicht mehr zuverlässig. Ein Fehler war nicht zu finden. Vermutlich verträgt sich das Paar aus Magnet und Magnetschalter nicht mehr so gut"
anstiftung_82,anstiftung,DEU,"Small kitchen item",Unknown,Bügeleisen,????,"End of life",5073,2015-02-19,"Es blieb kalt.Das Heizelement war durchgebrannt."
anstiftung_83,anstiftung,DEU,"Small kitchen item",Unknown,Espressokocher,????,Repairable,5073,2015-02-19,"Ein funktionierte nicht mehr.Wir brauchen für die Reparatur ein Ersatzteil."
anstiftung_84,anstiftung,DEU,"Hi-Fi separates",Unknown,Plattenspieler,????,Fixed,5073,2015-02-19,"Er wurde von seinem eingebauten Transformator nicht mehr mit der nötigen Energie versorgt und verweigerte den Dienst. Ein passendes Ersatzteil war leider nicht zu bekommen, aber durch Umbau auf ein externes Netzteil, den wir heute durchführten, läuft er wieder."
anstiftung_85,anstiftung,DEU,Lamp,Unknown,Lampe,????,Fixed,5073,2015-02-19,"Leuchtete nicht mehr.Wir haben sie zerlegt und die Kontakte gereinigt, dann ging sie wieder."
anstiftung_86,anstiftung,DEU,Tablet,Unknown,Navigationssystem,????,Fixed,5073,2015-02-19,"Die USB-Buchse war ausgebrochen.Wir konnten sie wieder einlöten und es navigiert wieder wie gewohnt."
anstiftung_87,anstiftung,DEU,"Small kitchen item",Unknown,"elektrischer Kaffeemühle",????,"End of life",5073,2015-03-05,"Sie hatte einen defekten Netzschalter, der so schlecht konstruiert war, dass wir ihn nicht reparieren konnten. Ein Ersatzteil ist auch nicht zu bekommen, leider."
anstiftung_88,anstiftung,DEU,"Small kitchen item",Unknown,"Russische Kaffeemühle",????,"End of life",5073,2015-03-05,"Ihr war leider nicht mehr zu helfen, der Antrieb war komplett verschlissen."
anstiftung_89,anstiftung,DEU,Vacuum,Unknown,Staubsauger,????,Repairable,5073,2015-03-05,"Hier konnten wir einen Kabelbruch am Netzstecker finden und werden es beim nächsten Mal reparieren, wenn ein neuer Stecker vorhanden ist."
anstiftung_90,anstiftung,DEU,"Small kitchen item",Unknown,Bügeleisen,????,Repairable,5073,2015-03-05,"Funktioniert nicht mehr.Kabelbruch im Netzkabel und Isolation porös.Beim nächsten Mal wird das erneuert."
anstiftung_91,anstiftung,DEU,"Hair & Beauty item",Braun,"elektrischen Zahnbürste",????,Repairable,5073,2015-03-05,"Der Akku war schwach geworden. Wir haben das Gerät zerlegt und den Akku demontiert. Wenn beim nächsten Mal ein neuer Akku da ist, können wir das Gerät wieder zusammenbauen."
anstiftung_92,anstiftung,DEU,Vacuum,Unknown,Staubsauger,????,Fixed,5073,2015-03-05,"Er hatte nicht mehr die gewohnte Leistung.Nach eingehender Fehlersuche konnte eine verstopfte Bodendüse ausgemacht werden. Nach intensiver Reinigung des Geräts saugte es wieder wie früher."
anstiftung_93,anstiftung,DEU,Projector,Unknown,Beamer,????,Fixed,5073,2015-03-05,"Funktionierte nach einem Lampenwechsel nicht mehr und die Fehlermeldung gab auch keinen Aufschluss. Nach aufwendiger Fehlersuche konnten wir die Ursache finden: an einer Gehäuseklappe war eine Nase abgebrochen, die einen Schalter betätigen soll, der das Gerät wieder in Gang bringt. Nun funktioniert das Gerät wieder."
anstiftung_94,anstiftung,DEU,"Small kitchen item",Unknown,Kaffeemaschine,????,Fixed,5073,2015-03-05,"Fortsetzung vom 15.1.2015:Es wurde die Thermosicherung erneuert."
anstiftung_95,anstiftung,DEU,Mobile,Unknown,Smartphone,????,Fixed,5073,2015-03-05,"Es ließ sich nicht mehr einschalten.Der Ein-Schalter konnte vom Besitzer gewechselt werden."
anstiftung_96,anstiftung,DEU,Toy,LEGO,"elektrische Baugruppen",????,Fixed,5073,2015-03-05,"Einige elektrische Baugruppen (Motoren, Lampen etc.) konnten durch Erneuern von Verbindungen wiederbelebt werden."
anstiftung_97,anstiftung,DEU,"Small kitchen item",Unknown,Küchenmaschine,????,Fixed,5073,2015-03-05,"Fortsetzung vom 5.2.2015:Wir konnten die Verbindung zwischen Motorwelle und Mitnehmer der Häckselscheiben mit Zwei-Komponenten-Kleber reparieren."
anstiftung_98,anstiftung,DEU,"Hair & Beauty item",Unknown,"elektrischer Rasierer",????,Unknown,5073,2015-03-05,"Funktionierte nicht mehr.Hier konnten wir nicht helfen. Wir haben in der Elektronik keine Fehlerursache finden können."
anstiftung_99,anstiftung,DEU,"Hi-Fi integrated",Unknown,Kompakt-Stereoanlage,????,Unknown,5073,2015-04-02,"Sie zeigte trotz anliegender Netzspannung keinerlei Regung. Nach dem Öffnen des Gerätes offenbarte sich eine defekte Sicherung. Leider hatte die neue Sicherung nur eine Lebensdauer im Millisekundenbereich. Wir haben im Gerät nach der Ursache für den viel zu hohen Stromverbrauch gesucht, mussten aber leider wegen fehlender Schaltpläne nach einer Weile aufgeben. Wenigstens die im CD-Wechsler steckenden (Lieblings-)Scheiben konnten gerettet werden."
anstiftung_100,anstiftung,DEU,"TV and gaming-related accessories",Unknown,DVD-HDD-Rekorder,????,Repairable,5073,2015-04-02,"Er akzeptierte keine DVDs mehr.Nachdem das Gerät zerlegt war, konnten wir sehen, dass die Discs nicht mehr gedreht wurden. Falls beim nächsten Mal ein Ersatzmotor oder -Laufwerk mitgebracht wird, können wir dem Gerät weiterhelfen."
anstiftung_101,anstiftung,DEU,"Power tool",Metabo,Bohrhammer,????,Repairable,5073,2015-04-02,"funktionierte nicht mehr.Beim Zerlegen entdeckten wir ein komplett abgenutztes Zahnrad auf der Antriebswelle des Motors. Mit einem Ersatzteil, das beim Hersteller bezogen werden kann, kann das Gerät demnächst wieder instand gesetzt werden."
anstiftung_102,anstiftung,DEU,"Small home electrical",Unknown,"Stanz- und Prägemaschine",????,Repairable,5073,2015-04-02,"Funktionierte nicht mehr.Im Inneren konnten wir feststellen, dass ein Kunststoffzahnrad gebrochen war und unter Last keine Kraft mehr übertrug. Versuche, es zu kleben, schlugen leider fehl. Wir werden versuchen, am 3D-Drucker ein Ersatzteil herzustellen und testen es dann."
anstiftung_103,anstiftung,DEU,"Flat screen",Unknown,TFT-Monitor,????,Fixed,5073,2015-04-02,"Er funktionierte nur noch nach häufigen Startversuchen. Als Ursache konnten defekte Elektrolyt-Kondensatoren ermittelt werden. Wir tauschten sie aus und das Gerät funktioniert wieder."
anstiftung_104,anstiftung,DEU,Laptop,Unknown,Laptop,????,Fixed,5073,2015-04-02,"Aus zwei baugleichen Notebooks, von denen bei einem die Display-Hinterleuchtung nicht ging, wurde ein funktionierendes gemacht."
anstiftung_105,anstiftung,DEU,Lamp,Unknown,Tischlampe,????,Repairable,5073,2015-04-16,"Die Helligkeit ließ sich nicht mehr über den eingebauten Dimmer einstellen. Mit dem Einschalten am Drehpoti (mit Schalter) erstrahlte sie sogleich in voller Helligkeit. Wir haben die Schaltung ermittelt und aufgezeichnet, dann einzelne elektronische Bauteile geprüft und einen Problemkandidaten ermittelt, aber leider standen keine Werte auf dem Kondensator drauf. So haben wir den Original-Dimmer im Internet herausgesucht und einen Steckdosendimmer als Lösung vorgeschlagen. Mal sehen, womit der Besitzer wiede"
anstiftung_106,anstiftung,DEU,"Power tool",Unknown,Handbohrmaschine,????,Fixed,5073,2015-04-16,"Sie tat ihren Dienst nur noch selten. Den Wackelkontakt der Zuleitung am Schalter und Kabelbruch konnten wir reparieren, da ein Ersatzkabel da war."
anstiftung_107,anstiftung,DEU,Kettle,Unknown,Wasserkocher,????,"End of life",5073,2015-05-07,"Beim einem Wasserkocher war leider nichts mehr zu machen. Das Heizelement war defekt und ohne passendes Ersatzteil - was es natürlich nicht zu kaufen gibt - ist er ein Fall für den Schrott, leider."
