id_ords,data_provider,country,fault_type_id,fault_type,product_category,brand,repair_status,year_of_manufacture,event_date,language,problem
rcint_10382,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Epson,Fixed,2014,2018-10-13,nl,inktpatroon zit vast
rcint_10727,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,End of life,1015,2018-10-27,nl,Zwate cartridge doet het niet
rcint_12286,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,End of life,2008,2018-12-01,nl,cartrigde bijvullen
rcint_12293,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,End of life,2015,2018-12-01,nl,ingedroogde catridges
rcint_12337,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Unknown,Fixed,????,2018-12-01,nl,Geeft inktprobleem
rcint_12451,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,Fixed,2016,2018-12-08,en,cartridgehouder
rcint_13105,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2008,2019-01-05,nl,Waarschijnlijk cartridge uitgedroogd
rcint_14590,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Epson,Repairable,2016,2019-02-09,nl,pakt geen zwarte inkt
rcint_14591,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Epson,Repairable,2016,2019-02-09,nl,pakt geen zwarte inkt
rcint_15142,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,????,2019-03-02,nl,cartridge zit vast
rcint_15555,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2014,2019-03-09,nl,inktprobleem ondanks nieuwe cartridge
rcint_15666,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,End of life,????,2019-03-09,nl,Komt geen inkt.
rcint_16237,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,????,2019-03-30,nl,zwartprint niet meer
rcint_1707,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,Fixed,2011,2017-08-05,nl,Cartridge uitgedroogd
rcint_17522,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,End of life,2005,2019-05-02,nl,"Vraagt na elke gekleurde afdruk, zwarte cartridge vervangen"
rcint_1772,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2013,2017-08-05,nl,Zwarte catridge lekt en de paarse is leeg.
rcint_18994,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Unknown,End of life,2016,2019-06-06,en,cardridges
rcint_2070,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Epson,Repairable,2007,2017-09-02,nl,Cartridges of onderliggend probleem
rcint_20872,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,2009,2019-08-31,nl,Inkt werk niet ws. omdat er geen HP merk is gebruikt
rcint_20988,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,End of life,2014,2019-09-06,nl,Volle zwarte cartridge geeft geen inkt meer af
rcint_22057,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Brother,End of life,2014,2019-09-27,nl,Inkt lekt overal uit de printer
rcint_22601,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,????,2019-10-05,nl,Hoe inktpatronen te vervangen
rcint_23078,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Brother,End of life,2016,2019-10-12,nl,wil cartridge niet pakken
rcint_2369,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,Repairable,????,2017-09-28,nl,cartridge slecht/leeg (huismerk)
rcint_24791,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Brother,End of life,????,2019-11-09,nl,"Print niet meer, ondanks nieuwe cartridges."
rcint_2546,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2010,2017-10-07,nl,cardridges leeg
rcint_27131,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Epson,End of life,????,2019-12-28,nl,"print niet meer na plaatsen ""action"" cartridges."
rcint_27530,Repair Café International,GBR,7,Ink cartridge,Printer/scanner,Canon,End of life,????,2020-01-04,en,error b200
rcint_2776,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,End of life,2003,2017-10-17,nl,niet de juiste cartridges
rcint_28058,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,Repairable,2010,2020-01-17,nl,geet aan dat de inkt op is maar er zitten nieuwe cartridges in!
rcint_2890,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,????,2017-10-26,nl,verkeerde cartridges gebrikt
rcint_29817,Repair Café International,FRA,7,Ink cartridge,Printer/scanner,Unknown,End of life,????,2020-02-15,fr,Problème de cartouche couleurs non reconnue
rcint_29824,Repair Café International,FRA,7,Ink cartridge,Printer/scanner,Unknown,End of life,????,2020-02-15,fr,Reconnait les cartouches pleines comme vides
rcint_29863,Repair Café International,DEU,7,Ink cartridge,Printer/scanner,HP,Repairable,????,2020-02-15,de,erkennt Patrone nicht
rcint_31694,Repair Café International,FRA,7,Ink cartridge,Printer/scanner,Epson,End of life,????,2020-07-04,fr,l'encre noir ne fonctionne plus
rcint_32086,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,????,2020-09-19,nl,cartridge wordt niet herkent
rcint_3308,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,2013,2017-11-11,nl,Inktpatronen waren leeg
rcint_4279,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Epson,Repairable,2011,2018-01-11,en,cartridge
rcint_4412,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,Repairable,2015,2018-01-13,nl,zwarte cartridge niet goed
rcint_4786,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2013,2018-02-03,nl,inkt op
rcint_5977,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2000,2018-03-30,en,Cartridge
rcint_6879,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,End of life,2016,2018-05-05,nl,1 keer geen originele cartridge gebruikt
rcint_7457,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,Fixed,????,2018-06-02,nl,Waarschijnlijk geen originele cartridge
rcint_7563,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Canon,End of life,2011,2018-06-02,nl,Geen inkt
rcint_8834,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,2000,2018-08-25,nl,Inktpatroon zit vast
rcint_9462,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,Brother,Repairable,????,2018-09-15,nl,Geen inkttoevoer
rcint_9533,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,????,2018-09-21,nl,Doet het niet met nieuwe inktpatronen
rcint_959,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Repairable,2012,2017-05-06,nl,lekkend inktpatroon
rcint_988,Repair Café International,NLD,7,Ink cartridge,Printer/scanner,HP,Fixed,2005,2017-05-06,nl,Zwarte cartridge droog/leeg
rcwales_1090,Repair Cafe Wales,GBR,7,Ink cartridge,Printer/scanner,Epsom,End of life,????,2019-05-01,en,Printer Not printing blank ink
rcwales_212,Repair Cafe Wales,GBR,7,Ink cartridge,Printer/scanner,Unknown,End of life,????,2017-10-01,en,Printer turns on but ink cartridge stuck in middle
rcwales_299,Repair Cafe Wales,GBR,7,Ink cartridge,Printer/scanner,Unknown,Fixed,????,2017-12-01,en,Printer Thinks it doesn't have any ink in it- doesn't print
rcwales_4409,Repair Cafe Wales,GBR,7,Ink cartridge,Printer/scanner,Epson,Unknown,????,2020-02-01,en,printer rejects ink cartridges
restart_11077,The Restart Project,SWE,7,Ink cartridge,Printer/scanner,Unknown,Repairable,2016,2019-01-20,en,"Error 5100, cartridge stuck?"
restart_11319,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Canon,End of life,2014,2019-02-09,en,Ink has flooded.
restart_121,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Canon,Repairable,????,2013-08-18,en,Printer - Black cartridge not working - Deep clean needed
restart_1223,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Unknown,End of life,????,2015-02-17,en,Printer - Ink management -
restart_13227,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Canon,Repairable,????,2019-05-18,en,No print. Test page blank. Need ink cartridges.
restart_15447,The Restart Project,BEL,7,Ink cartridge,Printer/scanner,Unknown,Fixed,2017,2019-10-26,en,Printer does not while there is ink enoughcleaned contcats
restart_15832,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,HP,Unknown,2016,2019-11-16,en,"ink cartridge carriage not finding position, jumping along guide erratically"
restart_16654,The Restart Project,BEL,7,Ink cartridge,Printer/scanner,HP,Repairable,2013,2020-01-25,en,Does not work.The black acrtridge doesn't not work properly.Most probably a new black cartridge will resolve the issue.
restart_16817,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,HP,End of life,????,2020-01-26,en,"Ink leaked. Not fixed, other error message than before."
restart_17181,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Epson,Fixed,2015,2020-02-15,en,Issue with ink cartridge
restart_1736,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,HP,Fixed,????,2015-09-26,en,extraction of ink from cartridge
restart_230,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Unknown,Repairable,????,2013-11-16,en,Problem with the PO ink
restart_2384,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Canon,Repairable,????,2016-03-12,en,unreliable - needs cartridges
restart_2521,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Unknown,Repairable,????,2016-04-09,en,does not detect colour cartridge
restart_2654,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,HP,Fixed,????,2016-05-14,en,Ink issue
restart_309,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Epson,Fixed,????,2013-12-15,en,Printer - Stopped printing - Needed proprietary cartridges
restart_3237,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Epson,Repairable,????,2016-09-10,en,New ink to be tried
restart_3268,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Epson,Repairable,????,2016-09-17,en,"Error code, won't print. Got advice, will try replacing cartridges."
restart_3886,The Restart Project,ITA,7,Ink cartridge,Printer/scanner,Canon,Fixed,????,2016-11-26,en,Printer with dried cartridges
restart_6061,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,HP,Fixed,????,2017-09-23,en,"Printer head ink. Had wrong cartridge, advice given."
restart_7718,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,HP ,Fixed,????,2018-04-07,en,Ink install problem
restart_783,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Canon,Repairable,????,2014-07-10,en,Printer - Does not recognize cartridge - Needs more troubleshooting
restart_8164,The Restart Project,USA,7,Ink cartridge,Printer/scanner,Epson,Repairable,2016,2018-05-05,en,needs a new cartridge
restart_8690,The Restart Project,GBR,7,Ink cartridge,Printer/scanner,Unknown,Fixed,????,2018-07-07,en,Stopped printing mid-job.
restart_9364,The Restart Project,ITA,7,Ink cartridge,Printer/scanner,Epson,End of life,2014,2018-09-29,en,container printer cartridges
anstiftung_1348,anstiftung,DEU,8,Internal damage,Printer/scanner,Canon,Unknown,2011,2019-05-07,de,Platine kaputt
anstiftung_2369,anstiftung,DEU,8,Internal damage,Printer/scanner,Unknown,Unknown,????,2017-03-16,de,Nach einem Sturz funktionierte er nicht mehr.Wir fanden einen unrettbaren Schaden auf der Hauptplatine vor. Er gab - auch nach der Demontage - keine Lebenszeichen von sich.
anstiftung_2940,anstiftung,DEU,8,Internal damage,Printer/scanner,Unknown,Unknown,????,2018-05-17,de,"Multifunktionsdrucker mit Druckproblemen - die Blattzufuhr arbeitete fehlerhaft, sodass ein Blatt Papier nur selten korrekt eingezogen und bedruckt wurde. Wenn das Gerät das Papier annahm, erfolgte der Ausdruck zusätzlich versetzt. Nach etwas Recherche und ein wenig Schütteln fanden wir im Gerät eine abgebrochene Plastiknase. Wo diese abgebrochen war, ließ sich allerdings nicht feststellen. Dieser Drucker wird wohl früher oder später den selben Weg nehmen wie viele andere Elektrogeräte."
anstiftung_3670,anstiftung,DEU,8,Internal damage,Printer/scanner,Unknown,Unknown,????,2019-08-07,de,Stuerung defekt
anstiftung_4426,anstiftung,DEU,8,Internal damage,Printer/scanner,Philips,Repairable,2000,2020-01-08,de,"Das Faxgerät dachte, dass es an permanenter Verstopfung litt und zeigte häufig „Papierstau“ an. Nachdem wir das Gerät auseinandergenommen und verstanden hatten, wie es funktionieren soll, entdeckten wir eine defekte Gabellichtschranke, die dem Gerät immer vorgaukelte, dass Papier im Einzugsschacht wäre. Wenn die Besucher mit dem Ersatzteil wiederkommen, können wir weitermachen."
anstiftung_5165,anstiftung,DEU,8,Internal damage,Printer/scanner,Epson,Unknown,????,2020-01-23,de,"Erneut versuchten wir uns heute an der Reparatur des Epson „XP-325“ Tintenstrahldruckers. Ein in die Einzugsmechanik geratener Fremdkörper hatte bei diesem eine Blockade verursacht, sodass der Drucker einen Papierstau mit der Fehlermeldung „E-01“ anzeigte. Der Papiereinzug funktionierte aber selbst nach Entfernen des feststeckenden Teils nicht mehr richtig. Wir vermuten, dass das Transportgetriebe mechanisch mit dem Antriebsmotor und der Elektronik synchronisiert ist und aufgrund der Blockade seine ursprüngliche Position verloren hat. Eine Neueinstellung wollte uns ohne Serviceunterlagen zum Gerät jedoch nicht gelingen."
anstiftung_5467,anstiftung,DEU,8,Internal damage,Printer/scanner,Unknown,Fixed,????,2020-08-01,de,"Zahnrad gebrochen, mit Sekundenkleber repariert"
anstiftung_5555,anstiftung,DEU,8,Internal damage,Printer/scanner,HP,Unknown,2016,2020-09-03,de,"Gerät untersucht, kein offensichtlicher Defekt. Halbleiter durchgemessen, eine defekte Diode gefunden und gewechselt. Trotzdem fehlt noch eine Spannung. Controller defekt - als Ersatzteil nicht zu bekommen."
fixitclinic_118,Fixit Clinic,USA,8,Internal damage,Printer/scanner,HP,Repairable,2010,2018-04-26,en,printer ~ paper jam error with no paper jammed. 
rcint_12016,Repair Café International,NLD,8,Internal damage,Printer/scanner,Canon,End of life,????,2018-12-01,nl,ratelend geluid en doet niets
rcint_18198,Repair Café International,NLD,8,Internal damage,Printer/scanner,Canon,Fixed,2014,2019-05-17,nl,Onderdeel is losgeraakt
rcint_20119,Repair Café International,NLD,8,Internal damage,Printer/scanner,HP,Fixed,2014,2019-07-18,en,storing met contact cartridges
rcint_25825,Repair Café International,NLD,8,Internal damage,Printer/scanner,HP,Fixed,2016,2019-11-30,nl,Print niet en maakt lawaai
rcint_27598,Repair Café International,FRA,8,Internal damage,Printer/scanner,HP,Fixed,????,2020-01-07,fr,Pièce plastique du chariot cassé
rcint_29228,Repair Café International,GBR,8,Internal damage,Printer/scanner,Canon,End of life,2015,2020-02-01,en,Won't print. Clanking noise
rcint_29740,Repair Café International,NLD,8,Internal damage,Printer/scanner,Epson,End of life,2018,2020-02-15,nl,kortsluiting?
rcint_298,Repair Café International,NLD,8,Internal damage,Printer/scanner,HP,Repairable,????,2017-02-10,nl,electronisch defect
rcint_3657,Repair Café International,NLD,8,Internal damage,Printer/scanner,Epson,Repairable,2016,2017-12-02,nl,hardwarematig probleem
rcint_5310,Repair Café International,NLD,8,Internal damage,Printer/scanner,HP,End of life,2013,2018-02-24,nl,sensor beschadigd?
rcint_5668,Repair Café International,NLD,8,Internal damage,Printer/scanner,HP,End of life,2015,2018-03-10,nl,hoogst waarschijnlijk een electronische fout
rcwales_310,Repair Cafe Wales,GBR,8,Internal damage,Printer/scanner,Unknown,End of life,????,2018-03-01,en,Printer Doesnt work- major mechanical fault
restart_12109,The Restart Project,GBR,8,Internal damage,Printer/scanner,HP,End of life,2018,2019-03-16,en,"Brand new printer, grinding noise and won't print"
restart_16662,The Restart Project,BEL,8,Internal damage,Printer/scanner,HP,End of life,2013,2020-01-25,en,new ink cartridge added but does not work anymoreInk was leaking into the electronics which made the repair impossible
restart_17770,The Restart Project,BEL,8,Internal damage,Printer/scanner,Unknown,Fixed,????,2020-09-19,fr,soudure circuit électronique
restart_17813,The Restart Project,BEL,8,Internal damage,Printer/scanner,Unknown,Fixed,????,2020-09-22,fr,Chute de l'imprimante. N'imprime plus. Couvercle de la charnière des cartouches déboÃ®té. Ré-emboÃ®té et test de l'imprimante OK.
restart_2842,The Restart Project,GBR,8,Internal damage,Printer/scanner,HP,End of life,????,2016-06-06,en,Paper jam - turned out to be liquid damage
restart_3982,The Restart Project,GBR,8,Internal damage,Printer/scanner,HP,Fixed,????,2016-12-03,en,Light comes on but grinding noise - gears?NO OUTCOME RECORDED
restart_4375,The Restart Project,ESP,8,Internal damage,Printer/scanner,Unknown,Fixed,????,2017-02-11,es,No calienta / Placa de control de motor y cabezals estÃ¡n quemados
restart_8332,The Restart Project,GBR,8,Internal damage,Printer/scanner,Ricoh,Repairable,2018,2018-05-13,en,"After a drop, not starting up properly. Added ink and restarted, but had an error related to a mystery paper ""jam"" - suspect sensor was damaged"
restart_8718,The Restart Project,GBR,8,Internal damage,Printer/scanner,Unknown,Repairable,????,2018-07-07,en,"Jammed up.  Loose cog found and reglued, but not tested."
anstiftung_2558,anstiftung,DEU,22,Other,Printer/scanner,Unknown,Fixed,????,2016-01-07,de,Es trat schon mehrfach Papierstau auf. Nun ließ sich das Papier nicht mehr ohne Eingriff herauslösen. Beim Auseinandernehmen stellten wir als wahrscheinlichste Ursache eine verschmutzte Schiene in der Fixiereinheit fest. Nach Reinigung und Entfernung der letzten Papierreste lief das Gerät wieder anstandslos.
anstiftung_2625,anstiftung,DEU,22,Other,Printer/scanner,Unknown,Unknown,1997,2015-06-04,de,Er hatte ein schlechtes Druckbild. Die Fehleranalyse ergab eine defekte Ansteuerung der Fixiereinheit - manuell betrieben funktionierte sie gut. Leider konnte die Ansteuerung nicht repariert werden und Ersatzteile sind auch nicht mehr zu bekommen.
anstiftung_819,anstiftung,DEU,22,Other,Printer/scanner,Unknown,Unknown,????,2019-01-19,de,Ankommede Rufe funktionieren nicht
anstiftung_836,anstiftung,DEU,22,Other,Printer/scanner,Unknown,Repairable,????,2019-02-23,de,Patronenwagen hängt
rcint_11332,Repair Café International,NLD,22,Other,Printer/scanner,Samsung,Fixed,2013,2018-11-10,nl,wordt heel warm
rcint_12584,Repair Café International,NLD,22,Other,Printer/scanner,HP,Fixed,2014,2018-12-13,nl,Wagen storing
rcint_16405,Repair Café International,NLD,22,Other,Printer/scanner,Samsung,Fixed,2014,2019-04-06,nl,blijkt niet kapot
rcint_17402,Repair Café International,NLD,22,Other,Printer/scanner,HP,Fixed,????,2019-04-27,nl,Deksel is los
rcint_28176,Repair Café International,GBR,22,Other,Printer/scanner,Epson,Repairable,????,2020-01-18,en,belt snapped
restart_10318,The Restart Project,GBR,22,Other,Printer/scanner,Unknown,Unknown,????,2018-11-17,en,"Scanner not working:solution: The item was only a printer, with no scanning function"
restart_15731,The Restart Project,GBR,22,Other,Printer/scanner,Canon,Repairable,2018,2019-11-10,en,Startup issue.  MOtor diagnosed as being broken.  Advised to check if in warranty and take to original seller.
restart_5865,The Restart Project,ESP,22,Other,Printer/scanner,Epson,Fixed,????,2017-09-02,en,There was a game piece inside.
anstiftung_1108,anstiftung,DEU,9,Paper feed,Printer/scanner,HP,Repairable,????,2019-04-16,de,"Papiereinzug kaputt, nach Feuchtigkeitskontakt"
anstiftung_1144,anstiftung,DEU,9,Paper feed,Printer/scanner,HP,Unknown,????,2019-04-17,de,"Papiereinzug defektDruckt nicht mehrhier nicht reparierbar, weil kein Zugang zum Service Manual"
anstiftung_1198,anstiftung,DEU,9,Paper feed,Printer/scanner,Canon,Unknown,????,2019-02-07,de,"Der Papiereinzug eines Canon „Pixma MG 5750“ Multifunktionsdruckers funktionierte nur sehr unzuverlässig. Damit die Blätter richtig eingezogen werden, musste man häufig etwas nachhelfen. In der verbliebenen Zeit fanden wir keinen offensichtlichen Fehler, vermuten aber abgenutzte Moosgummiwalzen. Wenn das Gerät zu einem der kommenden Termine noch einmal wiedergebracht wird, können wir die Analyse fortsetzen und es dann hoffentlich reparieren."
