id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
anstiftung_25,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,5457,2017-04-22,???
anstiftung_28,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,5457,2017-04-22,"kein Strom"
anstiftung_29,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Repairable,,5457,2017-04-22,???
anstiftung_30,anstiftung,DEU,"Haushaltsgeräte ~ Waffeleisen","Small kitchen item",Unknown,????,Unknown,,5457,2017-04-22,???
anstiftung_31,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,5457,2017-04-22,???
anstiftung_32,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,5457,2017-04-22,???
anstiftung_33,anstiftung,DEU,"Unterhaltungselektronik ~ Radio","Portable radio",Unknown,????,Unknown,,5457,2017-04-22,???
anstiftung_34,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Player","Handheld entertainment device",Unknown,????,Unknown,,5457,2017-04-22,???
anstiftung_35,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Unknown,????,Fixed,,5457,2017-02-25,"Wasser läuft raus..."
anstiftung_36,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,????,Fixed,,5457,2017-05-20,???
anstiftung_37,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,5457,2017-09-30,"HDMI-Kabel defekt"
anstiftung_39,anstiftung,DEU,"Unterhaltungselektronik ~ Receiver","Portable radio",Unknown,????,Unknown,,5457,2017-09-30,"Schaltet bei Belastung aus"
anstiftung_40,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeevollautomat","Coffee maker",Unknown,????,Unknown,,5457,2017-09-30,"Wasserpumpe defekt"
anstiftung_41,anstiftung,DEU,"Elektro Sonstiges ~ Wetterstation","Small home electrical",Unknown,????,Unknown,,5457,2017-09-30,???
anstiftung_42,anstiftung,DEU,"Haushaltsgeräte ~ Wasserkocher",Kettle,Unknown,????,Fixed,,5457,2017-09-30,"wird nicht heiß"
anstiftung_43,anstiftung,DEU,"Haushaltsgeräte ~ Bügeleisen",Iron,Unknown,????,Repairable,,5457,2017-09-30,???
anstiftung_44,anstiftung,DEU,"Elektro Sonstiges ~ Digitalkamera","Digital compact camera",Unknown,????,Repairable,,5457,2017-09-30,"Auslöser kaputt"
anstiftung_45,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,5457,2017-09-30,???
anstiftung_46,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,5457,2017-09-30,???
anstiftung_47,anstiftung,DEU,"Computer ~ Drucker",Printer/scanner,Unknown,????,Unknown,,5457,2017-10-21,???
anstiftung_48,anstiftung,DEU,"Elektro Sonstiges ~ Blutdruckmessgerät","Small home electrical",Unknown,????,Unknown,,5457,2017-10-21,"Error durch Hinfallen lassen"
anstiftung_49,anstiftung,DEU,"Fahrrad ~ Beleuchtung","Decorative or safety lights",Unknown,????,Fixed,,5457,2017-10-21,kaputt
anstiftung_50,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,????,Fixed,,5457,2017-10-21,"Anlasser geht nicht mehr"
anstiftung_51,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Unknown,????,Fixed,,5457,2017-10-21,???
anstiftung_52,anstiftung,DEU,"Unterhaltungselektronik ~ Radio","Portable radio",Unknown,????,Fixed,,5457,2017-10-21,???
anstiftung_53,anstiftung,DEU,"Unterhaltungselektronik ~ Diabetrachter","Handheld entertainment device",Unknown,????,Fixed,,5457,2017-10-21,"Birne defekt?"
anstiftung_54,anstiftung,DEU,"Elektro Sonstiges ~ Autobatterie-Ladegerät",Battery/charger/adapter,Unknown,????,Fixed,,5457,2017-10-21,"Anzeige defekt"
anstiftung_55,anstiftung,DEU,"Unterhaltungselektronik ~ Radio","Portable radio",Unknown,????,Repairable,,5457,2017-10-21,"Sendersuchlauf funktioniert nicht mehr richtig"
anstiftung_59,anstiftung,DEU,"Elektro Sonstiges ~ Akku, mechanisch",Battery/charger/adapter,Unknown,????,Fixed,,11277,2018-04-21,"Taschenlampe leuchtet trotz Akkuaufladung per Kurbel nicht. (Kabel ab)"
anstiftung_60,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Unknown,????,Fixed,,11277,2018-04-21,"Moulinex hat keinen Kontakt beim Drücken des Aufsatzes"
anstiftung_61,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Unknown,????,Fixed,,11277,2018-05-19,"Kein Kontakt"
anstiftung_62,anstiftung,DEU,"Elektro Sonstiges ~ Fön","Hair dryer",Unknown,????,Fixed,,11277,2018-05-19,"Kein Kontakt der Heizschleife"
anstiftung_64,anstiftung,DEU,"Elektro Sonstiges ~ Elektrorasierer","Hair & beauty item",Unknown,????,Fixed,,11277,2018-05-19,"Schalter klemmt"
anstiftung_65,anstiftung,DEU,"Elektro Sonstiges ~ Nähmaschine","Sewing machine",Bernina,????,Repairable,,11277,2018-05-19,"Nähmaschine ist im Langsamlauf sehr laut und unruhig"
anstiftung_67,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",Unknown,????,Fixed,,11277,2018-05-19,"Wasser läuft nicht durch"
anstiftung_68,anstiftung,DEU,"Computer ~ Laptop",Laptop,Medion,????,Unknown,,11277,2018-05-19,"Ladebuchse ausgeleiert und verbogen"
anstiftung_69,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,????,Repairable,,11277,2018-05-19,"Dimmer Ein-/Ausschalter funktioniert nicht"
anstiftung_71,anstiftung,DEU,"Elektro Sonstiges ~ Digitalkamera","Digital compact camera",Unknown,????,Fixed,,11277,2018-05-19,"Kabel gerissen"
anstiftung_73,anstiftung,DEU,"Elektro Sonstiges ~ Elektrorasierer","Hair & beauty item","Easy Home (ALDI)",????,Fixed,,11277,2018-06-16,"Keine Akkuladung möglich. (Stecker von Ladegerät erneuert)"
anstiftung_74,anstiftung,DEU,"Elektro Sonstiges ~ Bügelstation","Small home electrical",Unknown,????,Fixed,,11277,2018-06-16,"Lüftungsventilatoren haben keinen Kontakt - Schalter defekt"
anstiftung_75,anstiftung,DEU,"Haushaltsgeräte ~ Minibackofen","Small kitchen item",Unknown,????,"End of life",,11277,2018-06-16,"Gerät wird von aussen sehr heiss. Thermostat schaltet nicht ordnungsgemäß! (Billigprodukt - ALDI)"
anstiftung_78,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,????,Unknown,,11277,2018-06-16,"Lampenschirm hält nicht mehr"
anstiftung_79,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Player","Handheld entertainment device",Unknown,2016,Unknown,,5457,2018-06-23,"Klappe abgerissen"
anstiftung_80,anstiftung,DEU,"Unterhaltungselektronik ~ HiFi-Musik-Anlage","Hi-Fi integrated",Unknown,????,Unknown,,5457,2018-06-23,"Endstufe bei Verstärker defekt"
anstiftung_81,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",Krups,????,Unknown,,5457,2018-06-23,"Wasser läuft nicht durch."
anstiftung_82,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,????,Fixed,,5457,2018-06-23,"geht nicht..."
anstiftung_85,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Miele,????,Unknown,,5457,2018-06-23,"Motor geht nicht"
anstiftung_86,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,????,Unknown,,5457,2018-06-23,"leuchtet nicht mehr"
anstiftung_87,anstiftung,DEU,"Elektro Sonstiges ~ Spielzeug",Toy,Unknown,????,Unknown,,5457,2018-06-23,"geht nicht mehr"
anstiftung_89,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,5457,2018-06-23,"geht nicht"
anstiftung_90,anstiftung,DEU,"Haushaltsgeräte ~ Uhr",Watch/clock,Unknown,????,Unknown,,5457,2018-06-23,defekt
anstiftung_91,anstiftung,DEU,"Elektro Sonstiges ~ Taschenlampe","Decorative or safety lights",Unknown,????,Unknown,,5457,2018-06-23,defekt
anstiftung_92,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,5457,2018-06-23,Wackelkontakt
anstiftung_93,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,????,Fixed,,5457,2018-06-23,Wackelkontakt
anstiftung_95,anstiftung,DEU,"Elektro Sonstiges ~ Nähmaschine","Sewing machine",Privileg,1973,Fixed,,5457,2018-06-23,"Handrad klemmt; Spulen nicht mehr möglich"
anstiftung_96,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Repairable,,5457,2018-06-23,"Keine lange Schredderzeit; macht seltsame Geräusche"
anstiftung_97,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,????,Unknown,,5457,2018-06-23,"Schnur Zugschalter gerissen"
anstiftung_98,anstiftung,DEU,"Unterhaltungselektronik ~ HiFi-Musik-Anlage","Hi-Fi integrated",Onkyo,1988,Unknown,,9695,2018-06-25,"Gerät defekt."
anstiftung_99,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeevollautomat","Coffee maker",Krups,2011,Unknown,,9695,2018-06-25,"Mahlwerk läuft nicht."
anstiftung_101,anstiftung,DEU,"Unterhaltungselektronik ~ HiFi-Musik-Anlage","Hi-Fi integrated",auna,2014,Fixed,,9473,2018-07-06,"Fehlerbeschreibung: Strom liegt an, Anlage hat keinerlei Funktion"
anstiftung_104,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,2015,Fixed,,9473,2018-07-06,"LED leuchtet nicht"
anstiftung_105,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,2016,Unknown,,9473,2018-07-06,"Ohne Funktion, MOSFET defekt"
anstiftung_106,anstiftung,DEU,"Elektro Sonstiges ~ Heizlüfter","Small home electrical",Unknown,2017,Unknown,,2983,2018-07-08,"Ventilator funktioniert nicht.Kommentar Reparateur: Motor hat Unterbrechung"
anstiftung_107,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,2016,Fixed,,2983,2018-07-08,"Ladegerät lädt nicht mehr. Lötstelle wurde nachgelötet. Kunde testet zuhause."
anstiftung_108,anstiftung,DEU,"Elektro Sonstiges ~ Digitalkamera","Digital compact camera",Casio,2006,Unknown,,2983,2018-07-08,"Fährt Objektiv nicht raus. Zahn eines Zahnrads vom Getriebe für den Objektivtubus ist weggebrochen. Totalschaden"
anstiftung_109,anstiftung,DEU,"Elektro Sonstiges ~ Nähmaschine","Sewing machine",Unknown,????,Fixed,,2983,2018-07-08,"Unterfaden ist verwirrt. 100 Minuten Aufwand"
anstiftung_110,anstiftung,DEU,"Unterhaltungselektronik ~ Radio","Portable radio",Unknown,1998,Fixed,,2983,2018-07-08,"Ton geht weg. Gerät gereinigt; neue Einstellungen"
anstiftung_111,anstiftung,DEU,"Haushaltsgeräte ~ Toaster",Toaster,Unknown,2009,Fixed,,2983,2018-07-08,"Toastet nur einmal, streikt beim zweiten Mal.Kommentar Reparateur: Kondensator defekt; häufiger Fehler auch bei anderen Geräten, z.B. Kaffeemaschinen. Aufwand 2,5 Stunden"
anstiftung_112,anstiftung,DEU,"Haushaltsgeräte ~ Bügeleisen",Iron,Unknown,????,Fixed,,2983,2018-07-08,"Defekte Schnur"
anstiftung_113,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,2013,Fixed,,2983,2018-07-08,"Einschalter funktioniert nicht.Diagnose: Wackelkontakt im Stecker"
anstiftung_114,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,2983,2018-07-08,"Steuerung der Geschwindigkeit defekt.Kommentar Reparateur: Kondensator defekt. Motorlager in Ordnung"
anstiftung_115,anstiftung,DEU,"Elektro Sonstiges ~ Akkuschrauber","Power tool",Unknown,1998,"End of life",,2983,2018-07-08,"funktioniert nicht.Kommentar Reparateur: Akkus (NC) defekt, irreparabel"
anstiftung_116,anstiftung,DEU,"Elektro Sonstiges ~ Lockenstab","Hair & beauty item",Unknown,????,Fixed,,2983,2018-07-08,"Kabel-Zuleitung verschlissen.Kommentar Reparateur: Stecker defekt, Kabel direkt angeschlossen"
anstiftung_117,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Player","Handheld entertainment device",Unknown,1993,Fixed,,2983,2018-07-08,"Aussetzer beim AbspielenKommentar Reparateur: Linse verschmutzt, CD springt. Kunde testet zuhause."
anstiftung_118,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,2983,2018-07-08,"Stecker ist defekt"
anstiftung_119,anstiftung,DEU,"Elektro Sonstiges ~ Digitalkamera","Digital compact camera",Unknown,????,Unknown,,2983,2018-07-08,Stromversorgung?Totalschaden
anstiftung_120,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,????,Fixed,,2983,2018-07-08,"Kabeleinzug defektReparateur. Knopf aufgewickelt, Aufzug gängig gemacht"
anstiftung_121,anstiftung,DEU,"Elektro Sonstiges ~ Spielzeug",Toy,Unknown,????,Fixed,,2983,2018-07-08,"rührt sich nicht.Reparateur: Lok 1: Achslagerung ausgeschlagen, Kurzschluss. Lok 2: Getriebe gereinigt"
anstiftung_122,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,2983,2018-07-08,"Zahnrad kaputtReparateur: Gußzahnrad mit fehlenden Zähnen nicht reparabel"
anstiftung_123,anstiftung,DEU,"Haushaltsgeräte ~ Uhr",Watch/clock,Unknown,????,Fixed,,2983,2018-07-08,"Zeiger bleibt hängen"
anstiftung_124,anstiftung,DEU,"Unterhaltungselektronik ~ Fernseher","Flat screen",Unknown,????,Unknown,,2983,2018-07-08,"Kein Bild nach Testbild.Reparateur: Hintergrundbeleuchtung defekt. Aus Zeitmangel keine weitere Diagnose möglich."
anstiftung_127,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemühle","Food processor",Siemens,2017,Fixed,,2983,2018-07-08,"dreht nichtReparateur: Verklipstes Gehäuse"
anstiftung_129,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Player","Handheld entertainment device",Sony,2008,Unknown,,2983,2018-07-08,"defekt.Reparateur: Linse verschmutzt. CD springt. Kunde testet zuhause."
anstiftung_130,anstiftung,DEU,"Elektro Sonstiges ~ Lampe",Lamp,Unknown,????,Fixed,,2983,2018-07-08,"Lampe leuchtet nicht.Reparateur: Kontakte gereinigt"
anstiftung_131,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,dyson,2013,Unknown,,14476,2018-06-30,"warscheinlich Netzteil defekt"
anstiftung_132,anstiftung,DEU,"Elektro Sonstiges ~ Wecker",Watch/clock,Unknown,????,Fixed,,14476,2018-06-30,"Der Wecker hat zu lange in der Sonne gestanden, dadurch haben sich die Zeiger verbogen, Nach grade Richten der Zeiger funktonierte alles wieder"
anstiftung_133,anstiftung,DEU,"Elektro Sonstiges ~ Nähmaschine","Sewing machine",TEXTIMA,2003,Fixed,,14476,2018-06-30,"Es gab schon einen Repperaturversuch (Elkos ausgetauscht) leider wurde vergessen die Lötstellen abzuisolieren. Löstellen mit Isolierband abgeklebt."
anstiftung_134,anstiftung,DEU,"Unterhaltungselektronik ~ Radio","Portable radio",Unknown,2008,Fixed,,14476,2018-06-30,"Durch ausgelaufene Baterien waren die Kontakte korrodiert."
anstiftung_135,anstiftung,DEU,"Unterhaltungselektronik ~ Diabetrachter","Handheld entertainment device",Unknown,2008,Repairable,,14476,2018-06-30,"Dias werden nicht transportiert"
anstiftung_136,anstiftung,DEU,"Handy / Smartphone / Tablet ~ Handy",Mobile,ZTE,2015,Unknown,,14476,2018-06-30,"die Helfte des Displays zeigt grauen Streifen."
anstiftung_138,anstiftung,DEU,"Elektro Sonstiges ~ Heizlüfter","Small home electrical",AEG,????,Fixed,,4726,2018-07-17,"Läuft nicht mehr"
anstiftung_139,anstiftung,DEU,"Haushaltsgeräte ~ Einweckkocher","Small kitchen item",Unknown,????,Unknown,,4726,2018-07-17,"Zeitschaltuhr funktionier nicht"
anstiftung_140,anstiftung,DEU,"Handy / Smartphone / Tablet ~ Tablet",Tablet,Unknown,????,"End of life",,4726,2018-07-17,Anschluss
anstiftung_141,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,4726,2018-07-17,"Motor defekt"
anstiftung_142,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,????,Unknown,,4726,2018-07-17,"Staubsaugerroboter läuft im Kreis"
anstiftung_143,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",Unknown,????,Fixed,,4726,2018-07-17,"Funktioniert nicht"
anstiftung_145,anstiftung,DEU,"Haushaltsgeräte ~ Uhr",Watch/clock,Unknown,????,Fixed,,14817,2018-09-18,"keine Funktion"
anstiftung_146,anstiftung,DEU,"Elektro Sonstiges ~ Bügelstation","Small home electrical",Leifheit,????,Repairable,,14817,2018-09-18,"Kein Dampf"
anstiftung_147,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Player","Handheld entertainment device","LG Electronics",????,Repairable,,14817,2018-09-18,"keine Funktion 1 Monat nach Garantieende"
anstiftung_149,anstiftung,DEU,"Haushaltsgeräte ~ Uhr",Watch/clock,Unknown,????,Repairable,,14817,2018-09-18,"keine Funktion mehr"
anstiftung_150,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Braun,????,Fixed,,14817,2018-09-18,"keine Funktion"
anstiftung_151,anstiftung,DEU,"Elektro Sonstiges ~ Bohrmaschine","Power tool",AEG,????,Fixed,,14817,2018-09-18,"keine Funktion"
anstiftung_153,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Moulinex,????,Unknown,,14817,2018-09-18,"keine Funktion"
anstiftung_154,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",Melitta,????,Unknown,,14817,2018-09-18,"keine Funktion"
anstiftung_155,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Player","Handheld entertainment device",Philips,????,Unknown,,14817,2018-09-18,"EIn-Aus funktioniert, Gerät arbeitet aber nicht"
anstiftung_157,anstiftung,DEU,"Unterhaltungselektronik ~ Videorekorder","DSLR/video camera",Telefunken,????,Fixed,,14817,2018-09-18,"Spielt keine Videos mehr ab"
anstiftung_158,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",Krups,????,Fixed,,14817,2018-09-18,"läuft nicht"
anstiftung_159,anstiftung,DEU,"Haushaltsgeräte ~ Kochthermometer","Small kitchen item",Unknown,????,Fixed,,14817,2018-09-18,"keine Funktion - dispay arbeitet"
anstiftung_160,anstiftung,DEU,"Elektro Sonstiges ~ Massagegerät","Hair & beauty item",Unknown,????,Unknown,,14817,2018-09-18,"läuft sehr langsam"
anstiftung_161,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Vorwerk,????,Fixed,,14817,2018-09-18,"kaum Funktion"
anstiftung_162,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,AccuLux,????,Unknown,,14817,2018-09-18,"sehr kurze Laufzeit"
anstiftung_163,anstiftung,DEU,"Haushaltsgeräte ~ Uhr",Watch/clock,AccuCell,????,Unknown,,14817,2018-09-18,"4 Artmbanduhren - Deckel öffnen zum Akkutausch"
anstiftung_164,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",AEG,????,Unknown,,14817,2018-09-18,"Wasser läuft nicht"
anstiftung_165,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeevollautomat","Coffee maker",Nestlé,????,Repairable,,14817,2018-09-18,"Wasser läuft in Auffangbehälter"
anstiftung_166,anstiftung,DEU,"Computer ~ Bildschirm","Flat screen",Apple,????,Fixed,,2711,2018-09-25,Kabelbruch
anstiftung_167,anstiftung,DEU,"Computer ~ Bildschirm","Flat screen",Unknown,????,Repairable,,2711,2018-09-27,Hintergrundbeleuchtung
anstiftung_169,anstiftung,DEU,"Unterhaltungselektronik ~ DVD-Player","TV and gaming-related accessories",Tevion,????,Unknown,,2520,2018-09-08,"DVD Laufwerk defekt"
anstiftung_170,anstiftung,DEU,"Elektro Sonstiges ~ Spielzeug",Toy,Unknown,????,Fixed,,2520,2018-09-08,"Schnürre alt und teilweise abgerissen"
anstiftung_172,anstiftung,DEU,"Elektro Sonstiges ~ Elektrorasierer","Hair & beauty item",Unknown,????,Fixed,,2520,2018-09-08,Wackelkontakt
anstiftung_173,anstiftung,DEU,"Unterhaltungselektronik ~ Lautsprecher(boxen)","Hi-Fi separates",Logitech,????,Repairable,,2520,2018-09-08,"keine Stromzufuhr/ohne Funktion"
anstiftung_175,anstiftung,DEU,"Elektro Sonstiges ~ Bügelstation","Small home electrical",Unknown,????,Fixed,,2520,2018-09-08,"Ersatzteil soll eingebaut bzw. getauscht werden"
anstiftung_176,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Fixed,,2520,2018-09-08,"dampft nicht"
anstiftung_177,anstiftung,DEU,"Haushaltsgeräte ~ Handmixer","Food processor",Unknown,????,Fixed,,2520,2018-09-08,"ohne Funktion"
anstiftung_178,anstiftung,DEU,"Unterhaltungselektronik ~ Receiver","Portable radio",Unknown,????,Fixed,,2520,2018-09-08,"Antenne beschädigt"
anstiftung_179,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,Unknown,,2520,2018-09-08,"Sägeblatt bewegt sich nicht"
anstiftung_180,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Unknown,????,Fixed,,2520,2018-09-08,"Platine defekt"
anstiftung_181,anstiftung,DEU,"Elektro Sonstiges ~ Nähmaschine","Sewing machine",Unknown,????,Repairable,,2520,2018-09-08,"ohne Funktion"
anstiftung_182,anstiftung,DEU,"Elektro Sonstiges ~ Nähmaschine","Sewing machine",Unknown,????,Unknown,,2520,2018-09-08,"funktioniert nicht richtig"
anstiftung_183,anstiftung,DEU,"Elektro Sonstiges ~ Lockenstab","Hair & beauty item",Comair,????,Fixed,,2520,2018-09-08,Kabelbruch?
anstiftung_184,anstiftung,DEU,"Unterhaltungselektronik ~ Kopfhörer",Headphones,Unknown,????,Unknown,,2520,2018-09-08,"Batterie sitzt zu locker drin"
anstiftung_185,anstiftung,DEU,"Elektro Sonstiges ~ Taschenlampe","Decorative or safety lights",Homebase,????,Repairable,,2520,2018-09-08,"ohne Funktion"
anstiftung_186,anstiftung,DEU,"Elektro Sonstiges ~ Sonstiges",Misc,Unknown,????,"End of life",,2520,2018-09-08,"sehr laut und quietscht"
anstiftung_187,anstiftung,DEU,"Elektro Sonstiges ~ Massagegerät","Hair & beauty item",Unknown,????,Fixed,,2520,2018-09-08,"Batteriekontakte oxidiert"
anstiftung_188,anstiftung,DEU,"Unterhaltungselektronik ~ DVD-Player","TV and gaming-related accessories",Panasonic,????,Unknown,,2520,2018-09-08,"nicht einschaltbar"
anstiftung_189,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",SENSEO®,????,Fixed,,2520,2018-09-08,"Verschluss defekt"
anstiftung_190,anstiftung,DEU,"Haushaltsgeräte ~ Handmixer","Food processor",Krups,????,Fixed,,2520,2018-09-08,"Stufe 3 ohne Funktion"
anstiftung_191,anstiftung,DEU,"Elektro Sonstiges ~ Rasenmäher","Small home electrical","Black & Decker",????,Fixed,,2520,2018-09-08,"Einschalthebel gebrochen"
anstiftung_192,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,Miele,????,Fixed,,2520,2018-09-08,"Kabelaufwicklung funktioniert nicht"
