id,data_provider,country,partner_product_category,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
restart_45,"The Restart Project",GBR,"Musical instrument ~ Keyboard","Musical instrument",20,Yamaha,,,Fixed,,"Restart HQ",2013-07-06,"Musical keyboard - Gets no power -"
restart_46,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,"End of life",,"Restart HQ",2013-07-06,"Mobile - -"
restart_47,"The Restart Project",GBR,"Portable radio","Portable radio",23,Sony,,,Unknown,,"Restart HQ",2013-07-06,"Radio - -"
restart_48,"The Restart Project",GBR,"Desktop computer","Desktop computer",4,Unknown,,,Fixed,,"Restart HQ",2013-07-06,"Desktop computer - -"
restart_49,"The Restart Project",GBR,"Laptop medium",Laptop,16,Sony,,,"End of life",,"Restart HQ",2013-07-06,"Laptop - Screen issue -"
restart_50,"The Restart Project",GBR,"Flat screen 15-17""","Flat screen",8,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Monitor - No image - Faulty capacitor identified"
restart_51,"The Restart Project",GBR,"Laptop medium",Laptop,16,HP,,,"End of life",,"Restart HQ",2013-07-31,"Laptop - Water damage - Removed HD â€“ terminal"
restart_52,"The Restart Project",GBR,"TV and gaming-related accessories ~ DVD/CD player","TV and gaming-related accessories",33,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"DVD recorder - Open/close mechanism -"
restart_53,"The Restart Project",GBR,"Hi-Fi integrated ~ Home stereo","Hi-Fi integrated",12,Sony,,,Repairable,,"Restart HQ",2013-07-31,"Home stereo - No sound output -"
restart_54,"The Restart Project",GBR,"Hi-Fi integrated ~ Home stereo","Hi-Fi integrated",12,Unknown,,,Fixed,,"Restart HQ",2013-07-31,"Home stereo - Buttons broken -"
restart_55,"The Restart Project",GBR,Mobile,Mobile,19,Motorola,,,"End of life",,"Restart HQ",2013-07-31,"Mobile - No sound output -"
restart_56,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Camera - Lens stuck -"
restart_57,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"Laptop - Power cutting off - Needs new battery"
restart_58,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Sony,,,Repairable,,"Restart HQ",2013-07-31,"Camera - Photos too dark - Owner following up with manufacturer"
restart_59,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"Audio component - No power - Needs a new capacitor"
restart_60,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Laptop - Won't boot - Needs system reinstall; back up"
restart_61,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Laptop - Screen issue -"
restart_62,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Laptop - Won't boot - Needed an external monitor to test"
restart_63,"The Restart Project",GBR,"Laptop medium",Laptop,16,Apple,,,"End of life",,"Restart HQ",2013-07-31,"Laptop - Won't boot - Appears to be a motherboard issue"
restart_64,"The Restart Project",GBR,"Laptop medium",Laptop,16,Samsung,,,"End of life",,"Restart HQ",2013-07-31,"Laptop - Gets no power - Appears to be a motherboard issue"
restart_65,"The Restart Project",GBR,"Headphones ~ Headphones",Headphones,11,Unknown,,,Fixed,,"Restart HQ",2013-07-31,"Headphones - No sound output -"
restart_66,"The Restart Project",GBR,"PC accessory ~ Charger","PC accessory",22,Apple,,,Fixed,,"Restart HQ",2013-07-31,"Computer power adapter - Coming apart -"
restart_67,"The Restart Project",GBR,"Laptop medium",Laptop,16,Sony,,,Repairable,,"Restart HQ",2013-07-31,"Laptop - No sound output -"
restart_68,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-07-31,"Laptop - Running slow -"
restart_69,"The Restart Project",GBR,"Flat screen 19-20""","Flat screen",8,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Monitor - Gets no power - Needs breaking open"
restart_70,"The Restart Project",GBR,"TV and gaming-related accessories ~ DVD/CD player","TV and gaming-related accessories",33,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"DVD recorder - Doesn't record -"
restart_71,"The Restart Project",GBR,Mobile,Mobile,19,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Mobile - Won't boot -"
restart_72,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Audio component - No sound output -"
restart_73,"The Restart Project",GBR,"Games console ~ Games console","Games console",38,Sony,,,Repairable,,"Restart HQ",2013-07-31,"Game console - Power cutting off -"
restart_74,"The Restart Project",GBR,Mobile,Mobile,19,Apple,,,Repairable,,"Restart HQ",2013-07-31,"Mobile - No sound output -"
restart_75,"The Restart Project",GBR,Toaster,Toaster,31,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Toaster - Gets no power - Needs a new element"
restart_76,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,Repairable,,"Restart HQ",2013-07-31,"Mobile - Gets no power -"
restart_77,"The Restart Project",GBR,"Laptop medium",Laptop,16,Apple,,,"End of life",,"Restart HQ",2013-07-31,"Laptop - Intermittent fault - Couldn't replicate the fault"
restart_78,"The Restart Project",GBR,"Desktop computer","Desktop computer",4,HP,,,"End of life",,"Restart HQ",2013-07-31,"Desktop computer - Power cutting off - Motherboard â€“ terminal"
restart_79,"The Restart Project",GBR,Lamp,Lamp,15,Unknown,,,Repairable,,"Restart HQ",2013-07-31,"Lamp - Gets no power - Needs a new switch"
restart_80,"The Restart Project",GBR,Kettle,Kettle,14,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"Kettle - Gets no power -"
restart_81,"The Restart Project",GBR,"Misc ~ Telephone",Misc,18,Unknown,,,Fixed,,"Restart HQ",2013-07-31,"Lined phone - No sound output -"
restart_82,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"Camera - Lens stuck -"
restart_83,"The Restart Project",GBR,Mobile,Mobile,19,Sony,,,Repairable,,"Restart HQ",2013-07-31,"Mobile - Vibrating -"
restart_84,"The Restart Project",GBR,Kettle,Kettle,14,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"Kettle - Gets no power -"
restart_85,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,"End of life",,"Restart HQ",2013-07-31,"Laptop - Won't boot -"
restart_86,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,Fixed,,"Restart HQ",2013-08-10,"Mobile - Won't boot -"
restart_87,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Canon,,,"End of life",,"Restart HQ",2013-08-10,"Camera - No data output -"
restart_88,"The Restart Project",GBR,Mobile,Mobile,19,Unknown,,,Fixed,,"Restart HQ",2013-08-10,"Headphones - Coming apart - Sugru"
restart_89,"The Restart Project",GBR,Mobile,Mobile,19,ZDE,,,Repairable,,"Restart HQ",2013-08-10,"Mobile - Screen issue - Sourced screen and guide"
restart_90,"The Restart Project",GBR,"Misc ~ Dictaphone",Misc,18,Philips,,,Fixed,,"Restart HQ",2013-08-10,"Transcription machine - Gets no power - Battery corrosion"
restart_91,"The Restart Project",GBR,"PC accessory ~ Hard disk drive","PC accessory",22,Seagate,,,"End of life",,"Restart HQ",2013-08-10,"HD - Faulty casing - Needs new casing"
restart_92,"The Restart Project",GBR,"Laptop small",Laptop,16,Acer,,,Fixed,,"Restart HQ",2013-08-10,"Netbook - Loose power in -"
restart_93,"The Restart Project",GBR,"Small kitchen item ~ Mini oven","Small kitchen item",29,Unknown,,,"End of life",,"Restart HQ",2013-08-10,"Mini oven - No power - Needs new element"
restart_94,"The Restart Project",GBR,"Watch/clock ~ Clock","Watch / clock",35,Unknown,,,Fixed,,"Restart HQ",2013-08-10,"Clock - No power - Battery corrosion"
restart_95,"The Restart Project",GBR,"PC accessory ~ Charger","PC accessory",22,Apple,,,Fixed,,"Restart HQ",2013-08-10,"Computer power adapter - Coming apart - Sugru"
restart_96,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,Repairable,,"Restart HQ",2013-08-10,"Camera - Lens stuck -"
restart_97,"The Restart Project",GBR,Mobile,Mobile,19,Sony,,,Fixed,,"Restart HQ",2013-08-10,"Mobile - Screen issue -"
restart_98,"The Restart Project",GBR,"Laptop medium",Laptop,16,HP,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - Unstable -"
restart_99,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - Won't boot -"
restart_100,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,Fixed,,"Restart HQ",2013-08-18,"Laptop - Liquid damage - Needs new keyboard"
restart_101,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,"End of life",,"Restart HQ",2013-08-18,"Audio component - Open/close mechanism - Mechanical problem not fixed"
restart_102,"The Restart Project",GBR,"Laptop small",Laptop,16,Acer,,,Fixed,,"Restart HQ",2013-08-18,"Netbook - Loose power in -"
restart_103,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Sony,,,Repairable,,"Restart HQ",2013-08-18,"Audio component - Mechanical problem - Part needed"
restart_104,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,"End of life",,"Restart HQ",2013-08-18,"Audio component - No sound output in one channel -"
restart_105,"The Restart Project",GBR,"Handheld entertainment device ~ MP3 player","Handheld entertainment device",10,Apple,,,Repairable,,"Restart HQ",2013-08-18,"Mp3 player - Switch problem -"
restart_106,"The Restart Project",GBR,"Laptop small",Laptop,16,Unknown,,,Repairable,,"Restart HQ",2013-08-18,"Netbook - Won't boot - Needs keyboard"
restart_107,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - Overheats -"
restart_108,"The Restart Project",GBR,Mobile,Mobile,19,Apple,,,"End of life",,"Restart HQ",2013-08-18,"Mobile - Switch problem -"
restart_109,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Fisher-Price,,,Repairable,,"Restart HQ",2013-08-18,"Audio component - ""Fried"" after wrong voltage -"
restart_110,"The Restart Project",GBR,"Portable radio","Portable radio",23,Unknown,,,Fixed,,"Restart HQ",2013-08-18,"Handheld radio - Damaged casing -"
restart_111,"The Restart Project",GBR,Toy,Toy,32,Unknown,,,"End of life",,"Restart HQ",2013-08-18,"Remote controlled heli - After a crash, no lift -"
restart_112,"The Restart Project",GBR,"Hair & beauty item ~ Toothbrush","Hair & beauty item",9,Unknown,,,"End of life",,"Restart HQ",2013-08-18,"Toothbrush - After a drop - You have to break it to open it"
restart_113,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,Fixed,,"Restart HQ",2013-08-18,"Audio component - Blown capacitor -"
restart_114,"The Restart Project",GBR,"PC accessory ~ Charger","PC accessory",22,Unknown,,,Fixed,,"Restart HQ",2013-08-18,"Laptop charger - No power -"
restart_115,"The Restart Project",GBR,"PC accessory ~ Charger","PC accessory",22,Unknown,,,"End of life",,"Restart HQ",2013-08-18,"Laptop charger - No power -"
restart_116,"The Restart Project",GBR,"Laptop medium",Laptop,16,Samsung,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - Loose power in -"
restart_117,"The Restart Project",GBR,"Flat screen 26-30""","Flat screen",8,Samsung,,,"End of life",,"Restart HQ",2013-08-18,"TV - Image problem -"
restart_118,"The Restart Project",GBR,"Aircon/dehumidifier ~ Humidifier","Aircon / dehumidifier",1,Unknown,,,"End of life",,"Restart HQ",2013-08-18,"Humidifier - No power -"
restart_119,"The Restart Project",GBR,"Laptop medium",Laptop,16,Toshiba,,,Repairable,,"Restart HQ",2013-08-18,"Laptop - Won't boot - Think its the graphics card"
restart_120,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,"End of life",,"Restart HQ",2013-08-18,"Mobile - Bricked -"
restart_121,"The Restart Project",GBR,Printer/scanner,"Printer / scanner",25,Canon,,,Repairable,,"Restart HQ",2013-08-18,"Printer - Black cartridge not working - Deep clean needed"
restart_122,"The Restart Project",GBR,"Laptop small",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-08-18,"Netbook - Boots but doesn't accept pw -"
restart_123,"The Restart Project",GBR,"Hi-Fi integrated ~ Home stereo","Hi-Fi integrated",12,Unknown,,,Fixed,,"Restart HQ",2013-08-18,"Home stereo - Sound problem -"
restart_124,"The Restart Project",GBR,"Headphones ~ Headphones",Headphones,11,Sennheiser,,,"End of life",,"Restart HQ",2013-08-18,"Headphones - No sound output in one channel -"
restart_125,"The Restart Project",GBR,"Laptop medium",Laptop,16,ASUS,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - Problem with adapter -"
restart_126,"The Restart Project",GBR,"Laptop medium",Laptop,16,Toshiba,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - won't boot -"
restart_127,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,"End of life",,"Restart HQ",2013-08-18,"Laptop - Running slow -"
restart_128,"The Restart Project",GBR,"Portable radio","Portable radio",23,Roberts,,,"End of life",,"Restart HQ",2013-08-18,"Radio - No signal -"
restart_129,"The Restart Project",GBR,"Laptop medium",Laptop,16,"Packard Bell",,,Fixed,,"Restart HQ",2013-09-14,"Laptop - Running slow -"
restart_130,"The Restart Project",GBR,"Laptop medium",Laptop,16,Apple,,,Repairable,,"Restart HQ",2013-09-14,"Laptop - Broken screen - Needs replacement screen"
restart_131,"The Restart Project",GBR,Tablet,Tablet,30,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Tablet - Battery issue -"
restart_132,"The Restart Project",GBR,"Hi-Fi integrated ~ Home stereo","Hi-Fi integrated",12,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Home stereo - Sound problem -"
restart_133,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Laptop - No power -"
restart_134,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Laptop - No power -"
restart_135,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Laptop - Boots slowly -"
restart_136,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Repairable,,"Restart HQ",2013-09-14,"Laptop - Won't boot - Needs windows boot disc"
restart_137,"The Restart Project",GBR,"Decorative or safety lights ~ Bicycle light","Decorative or safety lights",3,Unknown,,,"End of life",,"Restart HQ",2013-09-14,"Bike lights - Battery issue - Soldered together"
restart_138,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Camera - Mechanical problem -"
restart_139,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Repairable,,"Restart HQ",2013-09-14,"Laptop - Won't boot - Think its the graphic card"
restart_140,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,"End of life",,"Restart HQ",2013-09-14,"Audio component - No sound output in one channel -"
restart_141,"The Restart Project",GBR,"Headphones ~ Headphones",Headphones,11,Unknown,,,Repairable,,"Restart HQ",2013-09-14,"Headphones - Sound problem - Laptop - medium"
restart_142,"The Restart Project",GBR,"Hi-Fi integrated ~ Home stereo","Hi-Fi integrated",12,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Home stereo - Mechanical problem -"
restart_143,"The Restart Project",GBR,"Portable radio","Portable radio",23,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"Radio - Sound problem - Midas touch"
restart_144,"The Restart Project",GBR,"Hi-Fi separates","Hi-Fi separates",13,Unknown,,,"End of life",,"Restart HQ",2013-09-14,"Audio component - Mechanical problem -"
restart_145,"The Restart Project",GBR,"PC accessory ~ Hard disk drive","PC accessory",22,Unknown,,,"End of life",,"Restart HQ",2013-09-14,"External HD - No data output -"
restart_146,"The Restart Project",GBR,"Laptop medium",Laptop,16,Apple,,,"End of life",,"Restart HQ",2013-09-14,"Laptop - No power -"
restart_147,"The Restart Project",GBR,"Hi-Fi separates ~ CD player","Hi-Fi separates",13,Unknown,,,Fixed,,"Restart HQ",2013-09-14,"CD player - Mechanical problem - Midas touch"
restart_148,"The Restart Project",GBR,"Watch/clock ~ Watch","Watch / clock",35,Unknown,,,"End of life",,"Restart HQ",2013-09-14,"Watch - Battery issue -"
restart_149,"The Restart Project",GBR,Mobile,Mobile,19,Apple,,,Repairable,,"Restart HQ",2013-09-14,"Mobile - No power -"
restart_150,"The Restart Project",GBR,"Small kitchen item ~ Rice cooker","Small kitchen item",29,Unknown,,,Repairable,,"Restart HQ",2013-09-14,"Ricecooker - Second time - more time"
restart_151,"The Restart Project",GBR,Printer/scanner,"Printer / scanner",25,Canon,,,"End of life",,"Restart HQ",2013-09-14,"Printer - Error message -"
restart_152,"The Restart Project",GBR,Printer/scanner,"Printer / scanner",25,HP,,,"End of life",,"Restart HQ",2013-09-14,"Printer - Mechical problem -"
restart_153,"The Restart Project",GBR,"Hair & beauty item ~ Diffuser","Hair & beauty item",9,Unknown,,,"End of life",,"Restart HQ",2013-09-26,"Defuser aromtherapy - No power -"
restart_154,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Kodak,,,"End of life",,"Restart HQ",2013-09-26,"Camera - No power -"
restart_155,"The Restart Project",GBR,"TV and gaming-related accessories ~ DVD/CD player","TV and gaming-related accessories",33,Unknown,,,"End of life",,"Restart HQ",2013-09-26,"DVD player - No sound - Probably a capacitor but not sure"
restart_156,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,"End of life",,"Restart HQ",2013-09-26,"Camera - Botched repair -"
restart_157,"The Restart Project",GBR,Printer/scanner,"Printer / scanner",25,HP,,,Fixed,,"Restart HQ",2013-09-26,"Printer - Error message -"
restart_158,"The Restart Project",GBR,"Hi-Fi separates ~ CD player","Hi-Fi separates",13,Unknown,,,Repairable,,"Restart HQ",2013-09-26,"CD player - Mechnical problem - Needs replacement switch"
restart_159,"The Restart Project",GBR,"Power tool ~ Drill","Power tool",24,Unknown,,,Fixed,,"Restart HQ",2013-09-26,"Power drill - No power -"
restart_160,"The Restart Project",GBR,"Portable radio ~ Radio","Portable radio",23,Unknown,,,"End of life",,"Restart HQ",2013-09-26,"Handheld radio - Running slow -"
restart_161,"The Restart Project",GBR,Kettle,Kettle,14,Unknown,,,Fixed,,"Restart HQ",2013-09-26,"Kettle - Not heating -"
restart_162,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-09-26,"Laptop - Keyboard -"
restart_163,"The Restart Project",GBR,"Handheld entertainment device ~ MP3 player","Handheld entertainment device",10,Apple,,,"End of life",,"Restart HQ",2013-09-26,"Mp3 player - Switch problem -"
restart_164,"The Restart Project",GBR,"Hi-Fi integrated ~ Home stereo","Hi-Fi integrated",12,Unknown,,,Repairable,,"Restart HQ",2013-09-26,"Home stereo - No power - Maybe the fuse"
restart_165,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,"End of life",,"Restart HQ",2013-09-26,"Mobile - Battery issue -"
restart_166,"The Restart Project",GBR,Toy,Toy,32,Unknown,,,"End of life",,"Restart HQ",2013-09-26,"Toy - No power -"
restart_167,"The Restart Project",GBR,"Handheld entertainment device ~ MP3 player","Handheld entertainment device",10,Apple,,,Fixed,,"Restart HQ",2013-09-26,"Mp3 player - Switch problem -"
restart_168,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,"End of life",,"Restart HQ",2013-09-26,"Mobile - No power -"
restart_169,"The Restart Project",GBR,"Watch/clock ~ Clock","Watch / clock",35,Unknown,,,Fixed,,"Restart HQ",2013-09-26,"Clock - No power -"
restart_170,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,Repairable,,"Restart HQ",2013-10-19,"Camera - Mechanical problem -"
restart_171,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"Laptop - Internet issue - Virus problem"
restart_172,"The Restart Project",GBR,"Laptop medium",Laptop,16,Apple,,,Repairable,,"Restart HQ",2013-10-19,"Laptop - Strange screen/mouse -"
restart_173,"The Restart Project",GBR,"Musical instrument ~ Drum machine","Musical instrument",20,Yamaha,,,Fixed,,"Restart HQ",2013-10-19,"Drum machine - No power -"
restart_174,"The Restart Project",GBR,"TV and gaming-related accessories ~ VHS player/recorder","TV and gaming-related accessories",33,Unknown,,,Fixed,,"Restart HQ",2013-10-19,"VCR - No power - Was just the fuse"
restart_175,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"Laptop - Won't boot -"
restart_176,"The Restart Project",GBR,"Digital compact camera","Digital compact camera",5,Unknown,,,Repairable,,"Restart HQ",2013-10-19,"Camera - No power - Needs new part"
restart_177,"The Restart Project",GBR,"PC accessory ~ Charger","PC accessory",22,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"Solar charger - Battery issue - Needed to break it to get inside"
restart_178,"The Restart Project",GBR,"PC accessory ~ Hard disk drive","PC accessory",22,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"External HD - No data output - Identified the problem"
restart_179,"The Restart Project",GBR,"Headphones ~ Headphones",Headphones,11,Unknown,,,Fixed,,"Restart HQ",2013-10-19,"Headphones - Faulty jack -"
restart_180,"The Restart Project",GBR,"PC accessory ~ Charger","PC accessory",22,Unknown,,,Fixed,,"Restart HQ",2013-10-19,"Camera charger - Never worked - Mismatch with the camera"
restart_181,"The Restart Project",GBR,Printer/scanner,"Printer / scanner",25,Canon,,,Repairable,,"Restart HQ",2013-10-19,"Printer - Adjustment needed - Needs professional adjustment"
restart_182,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,"End of life",,"Restart HQ",2013-10-19,"Mobile - Bricked -"
restart_183,"The Restart Project",GBR,"Laptop medium",Laptop,16,Apple,,,Fixed,,"Restart HQ",2013-10-19,"Laptop - Battery issue -"
restart_184,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,Fixed,,"Restart HQ",2013-10-19,"Laptop - Running slow, battery issues - Running faster"
restart_185,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,Fixed,,"Restart HQ",2013-10-19,"Laptop - Won't boot - Installed Linux"
restart_186,"The Restart Project",GBR,Mobile,Mobile,19,Apple,,,Repairable,,"Restart HQ",2013-10-19,"Mobile - Screen issue - Not enough time"
restart_187,"The Restart Project",GBR,"Laptop medium",Laptop,16,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"Laptop - Screen issue -"
restart_188,"The Restart Project",GBR,Mobile,Mobile,19,Apple,,,"End of life",,"Restart HQ",2013-10-19,"Mobile - No SIM card recognition -"
restart_189,"The Restart Project",GBR,"Hi-Fi separates ~ CD player","Hi-Fi separates",13,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"CD player - Doesn't play - Not enough time"
restart_190,"The Restart Project",GBR,Mobile,Mobile,19,Samsung,,,"End of life",,"Restart HQ",2013-10-19,"Mobile - Won't boot - Not enough time"
restart_191,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,Repairable,,"Restart HQ",2013-10-19,"Laptop - Running slow - Gave a utility"
restart_192,"The Restart Project",GBR,"PC accessory ~ DVD/CD player","PC accessory",22,Unknown,,,"End of life",,"Restart HQ",2013-10-19,"External DVD - Dropped, not reading -"
restart_193,"The Restart Project",GBR,Lamp,Lamp,15,Unknown,,,Fixed,,"Restart HQ",2013-10-19,"Lamp - Shorting -"
restart_194,"The Restart Project",GBR,"Laptop medium",Laptop,16,Dell,,,"End of life",,"Restart HQ",2013-10-19,"Laptop - Overheats -"
restart_195,"The Restart Project",GBR,"Laptop medium",Laptop,16,"Packard Bell",,,"End of life",,"Restart HQ",2013-10-19,"Laptop - Power in problem -"
restart_196,"The Restart Project",GBR,"Laptop medium",Laptop,16,HP,,,Repairable,,"Restart HQ",2013-10-19,"Laptop - DVD player broken -"
restart_197,"The Restart Project",GBR,"Laptop medium",Laptop,16,Acer,,,"End of life",,"Restart HQ",2013-10-19,"Laptop - Won't boot -"
restart_198,"The Restart Project",GBR,"Laptop medium",Laptop,16,Toshiba,,,Fixed,,"Restart HQ",2013-10-19,"Laptop - Won't boot -"
restart_199,"The Restart Project",GBR,"TV and gaming-related accessories ~ TV","TV and gaming-related accessories",33,Samsung,,,Fixed,,"Restart HQ",2013-11-10,"TV - No picture - Midas touch"
